filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
000574.mp3,0.4413139224052429,0.07527808099985123,0.2752322852611542,0.0015995670109987259,2609.7857495859657,256236.0182310502,2521.969715343833,125093.51522079851,5466.147737037664,1788058.7090089445,0.14356565586270334,0.0012256754448517276,-1.7050062979251381e-06,0.03448119014501572,-0.00021374480274971566,0.017511120066046715,117.45383522727272,33.92186737060547,486.8023376464844,85.63259887695312,435.8538818359375,-17.074630737304688,175.8241729736328,21.03208923339844,119.4446258544922,5.0079851150512695,72.10295104980469,-1.221373200416565,50.95275115966797,-13.018951416015625,52.21814346313477,3.7915565967559814,51.98007202148438,-7.774297714233397,43.59713745117188,4.612909317016602,43.13606643676758,-2.9520692825317383,46.90018844604492,1.556275725364685,35.80504608154297,-8.585433959960938,28.27369499206543,2.6197454929351807,30.540733337402344,-6.2999701499938965,26.051231384277344,-3.649815082550049,26.74277114868164,-8.637082099914549,26.08742332458496,-0.3867099583148956,23.89168357849121,-6.258695602416992,24.87133598327637,1.3757795095443726,26.662822723388672,Rock
000534.mp3,0.2926945090293884,0.09194096177816392,0.08786754310131073,0.0027626652736216784,1010.2985945167596,179766.70134070542,1592.1194306941593,78190.00009088744,1792.7767658307516,1334503.836617927,0.04066728492931836,0.0008341717513510572,5.5000491556711495e-06,0.008301769383251667,-3.0143676212901482e-06,0.0005876233335584402,143.5546875,-259.79409790039057,2522.462890625,150.24061584472656,444.41729736328125,34.139087677001946,511.8353576660156,54.56203842163086,112.7723388671875,-13.361568450927734,123.744140625,4.053850173950194,115.54119873046876,11.771535873413086,82.72064971923828,-16.188413619995114,48.44419860839844,-5.989199161529541,116.79619598388672,-0.15313155949115753,67.36891174316406,-5.485834121704102,44.80724716186523,-4.746396541595459,77.51785278320312,-8.01800537109375,47.31279754638672,5.037774562835693,33.903614044189446,-1.8148994445800781,38.51882553100586,0.6935303211212158,47.37082290649414,-1.8051832914352417,39.497108459472656,-3.2022464275360107,34.362483978271484,-3.180354595184326,52.61413192749024,0.08879847824573517,41.659271240234375,Folk
000255.mp3,0.3884276449680328,0.08439494669437407,0.14346767961978912,0.0019837170839309692,1255.780762601856,177158.98451326933,1521.01286573094,170832.49231007972,2337.811993185999,1217803.0152435747,0.06020572109798606,0.00036161907835793904,-1.8473093632564998e-06,0.012019331566989422,-4.598646683007248e-06,0.003788748756051064,123.046875,-137.23820495605472,4779.0556640625,164.08294677734375,1249.2911376953125,-21.27869987487793,554.5391845703125,18.301889419555664,127.0011749267578,-11.148578643798828,95.76917266845705,12.746207237243652,46.47836303710938,-9.708828926086426,58.79067993164063,-0.14341871440410614,47.95708084106445,-8.321398735046388,96.83863067626952,-1.4271453619003296,40.40705490112305,-3.091414213180542,38.8574333190918,-2.4822134971618652,47.95955276489258,-4.967813968658447,50.081581115722656,-0.5070938467979431,41.35515594482422,-5.051284313201903,43.247859954833984,-1.0482624769210815,48.55128860473633,-7.85330057144165,40.80848693847656,-2.6174695491790767,44.76921463012695,-8.972784042358398,38.89224624633789,-2.864986658096313,32.84420394897461,Rock
000995.mp3,0.6965060234069824,0.031770311295986176,0.4076092839241028,0.00027338662766851485,2782.504453279244,20714.0434401554,2450.897293275547,1656.7625647500297,5539.045959614269,48098.31646945208,0.1115947348704563,0.00024562359814810287,1.627461642783601e-06,0.048971451818943024,0.00033995418925769627,0.039464954286813736,123.046875,109.30899810791016,39.22652053833008,77.6637191772461,44.6766471862793,-29.82501983642578,21.70781898498535,13.819149017333984,18.050920486450195,-14.172104835510256,11.266990661621096,10.367091178894043,14.488658905029295,-0.7822040319442749,15.75163459777832,9.128962516784668,15.563387870788574,-4.855186462402344,14.279172897338867,2.127613306045532,11.619451522827148,-7.476565361022949,10.509562492370604,0.2133534848690033,11.594204902648926,-6.409142017364503,10.109627723693848,0.6618450284004211,9.475192070007324,-6.5936384201049805,9.29222011566162,0.09851968288421632,9.571606636047363,-6.599209308624268,9.72590446472168,-0.3658919334411621,9.875140190124512,-6.286015510559082,9.309372901916504,-0.7371818423271179,9.382081985473633,Experimental
000777.mp3,0.4185967743396759,0.09132813662290573,0.10795985907316208,0.0062242052517831326,2418.853057652473,570824.7917812368,2546.666041668331,173932.97831738295,5279.554442413826,2005530.4709243216,0.0948990305480248,0.004676969347613171,-1.5771308881085131e-06,0.010755706578493118,-6.5799949879874475e-06,0.0035667640622705217,112.34714673913044,-171.71124267578125,8883.5322265625,83.00127410888672,932.8463134765624,10.651267051696776,588.8189086914062,30.06597900390625,288.3486328125,1.2228784561157229,300.7088928222656,29.751495361328125,212.58343505859366,-1.2212013006210327,138.09941101074222,8.46437931060791,146.0084991455078,-0.8821402192115784,87.79510498046875,5.0100531578063965,97.47325134277344,0.9048394560813904,98.1510009765625,4.712348937988281,68.91806030273439,1.555501103401184,61.9473648071289,4.346452713012694,63.71381378173828,-1.1203917264938354,52.863624572753906,4.055317401885986,56.3956069946289,-3.5594303607940674,36.73995971679688,2.450911045074463,47.88874435424805,-0.8009073138237,52.02795028686523,-1.5608545541763306,36.650489807128906,Rock
000190.mp3,0.2449880391359329,0.08512239158153534,0.13295498490333554,0.004233274608850479,1899.8380318396325,492089.6330596875,2019.183920053903,126878.9446314143,3714.88555412558,1677046.485907413,0.08836417850928074,0.0022507082325613588,4.2907031456707045e-06,0.016259482130408287,-5.280291588860564e-06,0.002134003210812807,103.359375,-139.88203430175778,2617.360107421875,97.20075988769531,614.4284057617188,-23.45745849609375,262.79129028320307,26.140810012817386,330.9267272949219,-8.052633285522461,88.65335083007812,-3.1929495334625244,108.19518280029295,-22.34752655029297,93.50389099121094,-6.469724178314209,53.19311904907226,-20.444929122924805,119.03042602539062,-5.501802921295166,79.94175720214844,-16.556650161743164,68.87319183349611,-4.7597928047180185,83.2039794921875,-8.700639724731445,96.7314682006836,-6.123030185699463,90.54381561279295,-8.153262138366701,105.2303237915039,-8.73367977142334,90.89022827148438,-9.185202598571776,80.4162826538086,-2.0009939670562744,98.84074401855469,-6.301375865936277,98.52847290039062,-8.041659355163574,97.7861557006836,Folk
000695.mp3,0.4521769881248474,0.08689390867948532,0.19440898299217224,0.004006857518106699,2749.206632338867,577819.7886769125,2568.267457455074,132117.87480115244,5498.0722535219775,2092276.3793386228,0.14010570475890782,0.004621694254493712,4.4806120058638035e-06,0.02112309075891972,2.59014868788654e-05,0.00868467427790165,129.19921875,-37.78791427612305,1392.852783203125,71.22080993652344,836.0751342773438,-12.315909385681152,531.314697265625,18.500808715820312,175.2460174560547,-6.201089859008789,263.6251220703125,12.89955234527588,141.69432067871094,10.543600082397461,112.82635498046876,7.357464790344237,99.8024673461914,2.5396482944488525,80.3097152709961,8.413431167602539,95.78034210205078,2.176900863647461,94.79991912841795,12.24889850616455,89.44322204589844,2.9678189754486084,74.2795181274414,6.893130302429199,74.45254516601562,-1.7101373672485352,74.5370101928711,5.095254898071289,53.43247604370117,-3.504789352416992,58.92758178710938,2.162382841110229,70.47157287597656,-3.0164589881896973,71.31460571289062,6.759937286376952,109.14601135253906,Hip-Hop
000210.mp3,0.3212149441242218,0.0859818384051323,0.14657992124557495,0.006893602199852468,1822.6451220342346,189541.15017981548,1972.8545319418545,74431.7034312647,3564.053210194316,883353.1840544514,0.08500889706593194,0.0008530381708500537,-1.5424624910664875e-09,0.019801314920187,-4.26241967943497e-05,0.0027903595473617315,95.703125,-104.41272735595705,1830.33447265625,109.6610107421875,415.0060424804688,-31.547382354736328,162.01747131347656,18.937278747558594,148.96389770507812,-6.222129821777344,92.39653778076172,-0.3331047296524048,64.58656311035156,-13.928988456726074,107.97021484375,-0.0004204486613161862,56.748924255371094,-17.712177276611328,65.27069854736328,-5.436934471130371,73.85929870605469,-15.620400428771973,66.62329864501953,-1.2000653743743896,56.52119445800781,-11.02735424041748,53.55227661132813,-12.302577018737793,49.761390686035156,-10.694174766540527,72.9111328125,-7.795784473419189,40.9217643737793,-5.180692672729492,36.831459045410156,-1.1641414165496826,42.54567337036133,-10.768898010253906,49.34263229370117,-2.8501501083374023,70.70133209228516,Folk
000211.mp3,0.2965354025363922,0.08498384803533554,0.13834796845912933,0.0040119318291544906,1594.6356168545801,182743.07223038343,1738.9724956400305,115800.68157926445,3094.384671070149,734795.4906034897,0.07863635263361735,0.0006014663830989442,-1.7296408259426244e-05,0.014729688875377178,2.523554576328025e-05,0.003317730501294136,99.38401442307692,-129.49798583984378,3245.953125,126.48311614990234,439.14935302734375,-35.113525390625,244.23898315429688,23.26909255981445,165.40089416503906,-13.48383903503418,134.60877990722656,-4.821901321411133,85.85052490234375,-16.305553436279293,81.34005737304688,-10.021263122558594,69.26070404052734,-21.416053771972656,106.62326049804688,-10.779744148254396,76.26566314697266,-14.70458984375,59.08443832397461,-6.749107360839844,46.36812210083008,-8.775434494018555,81.65135192871094,-9.69072723388672,63.854759216308594,-5.535358428955078,81.44794464111328,-6.422248840332031,90.54859161376952,-7.165144443511963,60.28471755981445,-2.5263943672180176,51.55712127685547,-4.339722633361816,75.06315612792969,-2.969214677810669,41.599510192871094,Folk
000207.mp3,0.20834244787693024,0.08816006779670715,0.04767945781350137,0.0025816578418016434,1244.6100520790528,342859.27405284595,1475.590196963758,288791.2749383512,2234.6827949506196,2096464.1109027632,0.06116072509198296,0.0010908975278424175,7.109734951882274e-07,0.003961605951189996,-1.2870833415945525e-05,0.0003049061633646488,123.046875,-371.1422424316406,13336.8564453125,101.11766815185548,2142.019287109375,1.7408943176269531,751.1943359375,10.080388069152832,350.76416015625,-7.38187313079834,246.9469451904297,-8.922379493713379,116.77912139892578,-9.527820587158203,147.5706329345703,-5.624001979827881,93.4541015625,-7.580344200134277,109.28732299804688,-3.3480045795440674,74.47740173339844,-2.4093859195709237,108.62844848632812,-3.9876117706298833,144.5401611328125,-4.153144359588623,104.29293060302734,-5.356263637542725,114.52196502685548,-7.097105503082275,195.77410888671875,-4.905789852142334,170.0799102783203,-5.4570159912109375,145.24310302734375,-5.89154577255249,207.7531890869141,-8.359622955322267,219.99095153808602,-4.75958776473999,195.20913696289062,Folk
